image,correct_response,condition,trial_id,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,Practice_InstrStart_globalClock,Practice_InstrStart_coreTime,Practice_InstrStart_time,PracticeStartRT,stimulus_onset_blockClock,stimulus_onset_coreTime,stimulus_onset_time,ITI_onset_trialClock,ITI_onset_blockClock,ITI_onset_coreTime,ITI_onset_time,stimulus,stage,participant,session,trial_num,correct_response0,response,correct,RT,FixationOnTime,Test_InstrStart_globalClock,Test_InstrStart_blockClock,Test_InstrStart_coreTime,Test_InstrStart_time,TestStartRT,TestBlock_InstrStart_globalClock,TestBlock_InstrStart_blockClock,TestBlock_InstrStart_coreTime,TestBlock_InstrStart_time,TestBlockStartRT,current_block,participant,session,doPractice,date,expName,psychopyVersion,coreTime,
,,,,0,-1,-1,0,,,7.00005330145359e-06,8.954608000116423,2025-02-26_18:54:58.801304,1.535975500009954,,,,,,,,,,103462,001,,,,,,,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/rrlrr.png,"['left', '1', 'num_1']",incongruent,stim,0,-1,-1,0,,,,,,,1.56662890012376,10.505409700097516,2025-02-26_18:55:00.352282,1.9717575998511165,3.53838809998706,12.477163000032306,2025-02-26_18:55:02.323776,images/rrlrr.png,practice,103462,001,0,left,right,False,1.4651144000235945,2.3063231755766687,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/rrlrr.png,"['left', '1', 'num_1']",incongruent,stim,0,-1,-1,0,,,,,,,6.354585099965334,15.293363200034946,2025-02-26_18:55:05.140215,1.318771099904552,7.673365900060162,16.61214500013739,2025-02-26_18:55:06.458864,images/rrlrr.png,practice,103462,001,1,left,right,False,0.8133125000167638,1.9866807986746973,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/llrll.png,"['right', '2', 'num_2']",incongruent,stim,0,-1,-1,0,,,,,,,10.172878500074148,19.111660100053996,2025-02-26_18:55:08.958434,0.6118190998677164,10.784700399963185,19.723475100006908,2025-02-26_18:55:09.570529,images/llrll.png,practice,103462,001,2,right,left,False,0.10715529997833073,1.780309356211543,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/rrrrr.png,"['right', '2', 'num_2']",congruent,stim,0,-1,-1,0,,,,,,,13.073175400029868,22.01195410010405,2025-02-26_18:55:11.858422,0.9768944999668747,14.05007450003177,22.988849200075492,2025-02-26_18:55:12.835225,images/rrrrr.png,practice,103462,001,3,right,right,True,0.4705898000393063,1.6323408123868646,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/lllll.png,"['left', '1', 'num_1']",congruent,stim,0,-1,-1,0,,,,,,,16.193862800020725,25.132641799980775,2025-02-26_18:55:14.979731,2.0246237001847476,18.218517299974337,27.157300299964845,2025-02-26_18:55:17.003765,images/lllll.png,practice,103462,001,4,left,left,True,1.518125400179997,1.6045816434486295,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
,,,,0,-1,-1,0,,,,,,,,,,,,,,,,103462,001,,,,,,,20.32435859995894,2.3600179702043533e-05,29.278972200118005,2025-02-26_18:55:19.125844,3.6598165000323206,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
,,,,0,-1,-1,0,,,,,,,,,,,,,,,,103462,001,,,,,,,,,,,,23.99214079999365,1.7399899661540985e-05,32.94674689997919,2025-02-26_18:55:22.793060,1.8797220999840647,1,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/rrlrr.png,"['left', '1', 'num_1']",incongruent,stim,0,-1,-1,0,,,,,,,1.885459499899298,34.8321913999971,2025-02-26_18:55:24.678657,1.828981899889186,3.714447099948302,36.66117630014196,2025-02-26_18:55:26.508144,images/rrlrr.png,test,103462,001,0,left,left,True,1.8264655999373645,2.3063231755766687,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
images/rrlrr.png,"['left', '1', 'num_1']",incongruent,stim,0,-1,-1,0,,,,,,,6.53351949993521,39.48026380012743,2025-02-26_18:55:29.327186,0.8846370000392199,7.418154099956155,40.3648823001422,2025-02-26_18:55:30.211256,images/rrlrr.png,test,103462,001,1,left,left,True,0.882162099936977,1.9866807986746973,,,,,,,,,,,,103462,001,True,2025-02-26_185453.922782,KidFlanker,2022.2.5,1969-12-31_160004.075873,
